BUSINESS,"For the past five years, Margaret and Phillip Moore have been making the three-hour drive up from Atlanta to choose and cut their own Christmas tree from Ds Trees, a farm located on Cane Creek in Cullowhee."
SPORTS, ATHENS (Reuters) - Top seed Roger Federer was bundled out  of the Olympic tennis tournament on Tuesday by unheralded Czech  Tomas Berdych.
SCI_TECH,"SanDisk Corp. on Tuesday introduced new high-end capacities of 4GB, 1GB and 2GB for its Memory Stick Pro, Memory Stick Pro Duo and SD storage cards, respectively, as well as an increase to 512MB for its miniSD and RS-MMC media for cell phones."
WORLD,"ISLAMABAD (Reuters) - An Afghan Islamic cleric who died in custody in Pakistan on Wednesday had signs of torture on his body, an intelligence official said. "
BUSINESS,"SYDNEY (Dow Jones)--Telstra Corp. #39;s (TLS) revenue so far this fiscal year has been growing at a similar pace to the second half of 2003-04, Chief Financial Officer John Stanhope said Monday."
SCI_TECH,"If the video game industry is beginning to rake in revenue that rivals the movie industry, it #39;s also beginning to accumulate Hollywood-like headaches."
WORLD,India #39;s home minister made his first visit to insurgency-hit Indian Kashmir yesterday as 15 people died in the latest violence.
SCI_TECH,"Ziff Davis - Longhorn's woes may open a door for Linux #151;a very tiny door #151;but Linux just isn't a good choice for desktops. Instead, desktop Linux proponents should wake up and switch to the Mac OS."
SPORTS,"Somewhere in the recesses of Jake Plummer #39;s mind, the idea of the Broncos #39; quarterback raising his right hand, middle digit extended, must have seemed brilliant."
SPORTS,"Seven-time All-Star Alonzo Mourning will attempt a comeback with the Nets this season, less than a year after a kidney transplant."
BUSINESS, NEW YORK (Reuters) - U.S. Treasury debt prices took a hit  on Wednesday as lackluster interest in new five-year notes left  investors skittish just two days before the crucial September  jobs report.
BUSINESS,"Reuters - Ketchup maker H.J. Heinz Co. (HNZ.N) on\Tuesday reported a 9 percent drop in quarterly profit after\spinning off some brands, but demand for new items like Ore-Ida\Extra Crispy fries helped to boost sales."
WORLD,"Palestinian Prime Minister Ahmed Qurie has renewed a threat to resign in a tussle for power with Yasser Arafat just six weeks after retracting his previous resignation, officials said on Wednesday."
SCI_TECH,"After initial complaints about the government order, U.S. airlines finally comply, turning over a massive amount of information about travelers so the feds can test a screening system. By Ryan Singel."
SCI_TECH,"WASHINGTON Dec 13, 2004 - About 10 percent of all bird species face extinction by the end of the century and 15 percent more are on the brink, according to researchers who say such extinctions would have a widespread impact on the environment "
SCI_TECH,AP - Nintendo Co. has permanently slashed prices on its Game Boy Advance SP portable video game system as the company tries to entrench its No. 1 position in the handheld game market.
WORLD,"SOUTH CHARLESTON, W.Va. - Seventy-year-old Homer Fink spent eight hours sitting next to a supermarket Halloween display for a flu shot that he wasn't able to get at five other places..."
BUSINESS,"Reuters - U.S. stocks slipped on Wednesday as\Federal Reserve Chairman Alan Greenspan, speaking before\Congress about the health of the economy, did little to quell\expectations for a rate hike later this month."
SPORTS,CBC SPORTS ONLINE - Suspended Indiana Pacers forward Ron Artest will take the first steps in hopes of saving his NBA season next week.
SCI_TECH,EBay is taking a stake in the online apartment rentals market by acquiring Rent.com for \$415 million.
BUSINESS,"US consumer spending climbed 0.6 percent as expected in September and inflation remained benign, government data showed on Monday, as shoppers splashed out after showing restraint the previous month."
WORLD,Spec. Aaron Bugg had the muscles in his legs severed while in Iraq but Saturday he walked down the aisle with the woman he has loved since junior high.
SPORTS,"Twelfth-ranked Michigan, trailing 27-10 with a little less than nine minutes left in the game, stormed back to win in thrilling, edge-of-your-seat fashion, 45-37 in triple overtime Saturday at Michigan Stadium."
BUSINESS,"KeyCorp said on Friday the NASD has preliminarily decided to recommend disciplinary action against McDonald Investments, accusing the bank #39;s brokerage unit of allowing improper mutual fund trading."
BUSINESS,"com. In an attempt to stay in front of increasingly vigorous competition, mobile-phone maker Nokia Corp. said it will employ a variety of strategies next year in introducing 40 different handset models."
SPORTS,"San Antonio, TX -- Tim Duncan scored 17 points and hauled down 10 rebounds, while Tony Parker added 18 points as San Antonio routed New York, 99-81, at the SBC Center."
BUSINESS,"(Hartford-AP Sept. 23, 2004 2:00 PM) _ The perks paid to retired General Electric Chief Executive Jack Welch have gotten the company in trouble with a federal agency."
BUSINESS,"Last week, Wal-Mart sent tremors through the US economy when it slashed its August sales forecast, predicting only flat to 2 per cent growth for the period."
SPORTS,"Sen. George Allen, R-Va., says Major League Baseball needs to move fast to toughen its steroids-testing policy in order to avoid congressional action."
WORLD,Cyber criminals could soon be mounting sophisticated phishing attacks that are hard to detect warn experts.
SCI_TECH,"Northern Arizona #39;s spate of fall storms could mean healthier winter vegetation, better stream flow and more moisture - at least in the short term, experts say."
SPORTS,"Hicham El Guerrouj became the first man in 80 years to win the 1,500 and 5,000 meters at one Olympics, holding up two fingers in triumph Saturday after outsprinting the world "
BUSINESS,The US Army is laying the groundwork to let Halliburton Co. keep several billion dollars paid for work in Iraq that Pentagon auditors say is questionable or unsupported by proper documentation 
SCI_TECH,"p2pnet.net News:- Apple Computer has issued a patch for 15 Mac OS X security flaws. But,  quot;It ain #39;t us - it #39;s them! quot; - it #39;s saying of some of the problems,  #39;them #39; being certain open source components."
SCI_TECH,"AP - While NASA is best known for putting a man on the moon, the U.S. space agency will now help keep plant and animal species on Earth."
BUSINESS,"The freewheeling wireless industry, known for its upstarts and edgy competition, got a little more run-of-the-mill Wednesday when Sprint and Nextel Communications formally announced a merger "
SCI_TECH,The chief enforcement officer for the Business Software Alliance told attendees at a Gartner asset management conference yesterday that software audit raids with federal marshals and court orders against enterprise customers are rare.
WORLD,"Reuters - Democratic challenger John\Kerry, portrayed by Republicans as unfit to be commander in\chief, scoffed at President Bush's own wartime leadership on\Wednesday and urged his rival: ""Look behind you, there's hardly\anyone there."""
SCI_TECH,"Infragistics is partnering with Mercury Interactive to offer a collection of custom libraries that enables automated testing of the presentation layer of Microsoft's .Net. The TestAdvantage development tool, built using Mercury Interactive QuickTest Professional, enhances presentation layer regression testing by giving development teams an automated way to test user interfaces created with Infragistics NetAdvantage. Infragistics will ship the release candidate of TestAdvantage in January of 2005 for an introductory price of \$2,995."
WORLD,"Two car bombs detonated in Iraqi northern city of Mosul on Monday, killing one Iraqi person and wounding two others, security officials said."
SCI_TECH,This update addresses several potential vulnerabilities in Adobe Reader versions 6.0.0-6.0.2. Note that currently there are no known malicious exploits of these vulnerabilities.
BUSINESS,The fury about Northwest Airlines #39; new ticket fees is the latest battle in a bigger war between the financially struggling airline industry and dominant players in the business of travel reservations.
WORLD,NEW YORK - Investors pushed stocks lower Friday as a surprisingly lackluster job creation report deepened Wall Street's pessimism over the health of the economy. Blue chips had modest losses despite solid earnings report from General Electric Co...
SPORTS,"It was meant to bring a little levity to a potentially uncomfortable situation, a joke that John Bunting trotted out from time to time this fall."
WORLD,"Pakistan on Tuesday conducted its fourth test this year of a nuclear-capable missile, test-firing the intermediate Ghauri missile which can hit targets deep inside rival neighbour India."
SPORTS,Houston at St. Louis (8:10 pm EDT). Roger Clemens (16-4) starts for Houston against Jeff Suppan (15-6) and the major league-leading Cardinals.
BUSINESS,"In fact, more than half of people in a recent survey (51 percent) said they #39;d done holiday gift shopping while on vacation, spending an average of \$2,000."
WORLD,AP - Sen. Charles Schumer said Monday he has ruled out a run for New York governor in 2006 and instead will head the Democratic Party's effort to win seats in the Senate.
SCI_TECH,"Paramount Pictures, Universal Pictures, New Line Cinema and Warner Bros. Studios will be using the new 30 GB DVD disc format, created by the DVD Forum, an international group of hardware and software companies and content providers."
SPORTS,"KANSAS CITY, Missouri (Ticker) -- Ichiro Suzuki and the Seattle Mariners made their first appearance at Kauffman Stadium this season, much to the dismay of the Kansas City Royals . "
SCI_TECH,Paramount has acquired film rights to Tom Clancy #39;s video game Splinter Cell and hired Peter Berg (Friday Night Lights) to direct.
SPORTS,"One reason pennant races have heated up in both leagues is because the supposed spoilers are the ones getting spoiled. Consider the Tampa Bay Devil Rays, who once were third in the American League East and flirting with ."
BUSINESS,Sprint and Nextel Communications formally announced a merger that will create a formidable No. 3 carrier with 35.4 million subscribers.
SCI_TECH,Disney Interactive has shipped three new Game Boy Advance titles based on hit Disney Channel shows. Info from the press release (because we #39;re too lazy to rewrite this stuff today) ---.
SPORTS,"Jacques Santini has resigned as coach of Tottenham Hotspur after just 13 games in charge, the English Premier League club announced Friday."
BUSINESS,"Loss-making German department store giant Karstadtquelle plans a major shake-up to try to haul itself back into profit, amid rumours of thousands of job cuts."
WORLD,"After 42 days in captivity, the three Indian truckers are all set to fly back home today. They are currently in Kuwait and would be taking a special flight back home later tonight."
SPORTS,AS Roma ended a run of four defeats with a 4-0 win at Siena in Serie A on Saturday with two goals each from Vincenzo Montella and Francesco Totti.
SCI_TECH,"NOVEMBER 22, 2004 (IDG NEWS SERVICE) - Firefox 1.0 appears to have sparked new activity in the Web browser market. The release of the open-source Web browser by the Mozilla Foundation earlier this month prompted Microsoft Corp."
WORLD,"AMSTERDAM, Netherlands Mourners in the Netherlands have gathered for the cremation of a Dutch filmmaker allegedly slain by a Muslim extremist."
BUSINESS,"Increased life expectancy, higher taxes, falling investment returns and Government tinkering have all contributed to the mess our pensions system is in today."
BUSINESS,"About 10 days ago, Edward S. Lampert placed a call to his newest hire, Aylwin B. Lewis, whom he had installed as the chief executive of Kmart only a week earlier."
SCI_TECH,"The Allen Institute for Brain Science is making its first batch of scientific results available to the public today, through a map that shows where nearly 2,000 genes are actively operating in the mouse brain."
SPORTS,"AP - Chris Webber had a season-high 28 points and 10 rebounds, helping the Sacramento Kings shake off their worst loss of the early season and beat the Phoenix Suns 113-111 Saturday night."
SPORTS,"ATLANTA -- Tiger Woods appears ready to deliver a message.  quot;Hey Vijay! Hey Ernie! quot; it will say, approximately.  quot;Don #39;t get too comfortable up there in the penthouse."
SPORTS,"Electronic Arts, the leading maker of sports video games, signed an exclusive five-year contract with the National Football League and the NFL Players Association, deals that will give the "
SPORTS,"DETROIT - Steve Yzermans reign as the longest serving captain in NHL history is not over yet. The Detroit Red Wings on Tuesday re-signed Yzerman to a one-year contract, ensuring the veteran center his 19th year as team captain."
WORLD,"Canadian Press - NEW DELHI (AP) - Firefighters and police evacuated thousands of villagers and battled a huge fire Thursday in a government ammunition depot in the eastern Indian state of Orissa, police said."
BUSINESS,"AP - Declaring that high oil prices are a threat to the global economy, the world's industrialized countries urged producers Friday to provide price relief by boosting supplies."
BUSINESS," NEW YORK (Reuters) - New applications for U.S. home loans  climbed last week, as most mortgage rates fell from the  previous week, an industry group said on Wednesday."
BUSINESS,"The Massachusetts economic recovery remained stagnant last month as the unemployment rate dipped slightly, but employers sliced payrolls for the third time in four months, the state reported yesterday."
SCI_TECH,Shoppers in America spend more than \$6 billion a year on video games according to a Software Association survey. Holiday sales bring an extra boost to game 
BUSINESS,"Global air traffic is set to be boosted in the next three years by a rise in travel between Europe and Asia, thanks to growth in both China and India."
BUSINESS,PalmOne (nasdaq: PLMO - news - people ) report fiscal first-quarter results well above analysts #39; estimates. The maker of handheld computers reported revenue of \$273 million and earnings of 43 cents per share 
WORLD, PHNOM PENH (Reuters) - Efforts to persuade aging and ailing  Norodom Sihanouk to reverse his decision to abdicate the  Cambodian throne mounted Friday.
BUSINESS,Figuring out which way the winds are blowing in the chip sector just got harder. Recent news suggests the all-encompassing rally off the September lows has ended and the sector #39;s investors will have to be much more selective going forward.
WORLD,"AFP - A British former MP left bankrupt and publicly disgraced just three years ago has recouped much of his riches by exploiting his notoriety in the world of show business, a report said."
BUSINESS," NEW YORK (Reuters) - Treasuries prices slipped on Wednesday  after a survey of regional U.S. manufacturing showed a sharp  recovery in early September, countering signs of softness  elsewhere in the economy."
BUSINESS,"The U.S. dollar dropped to a new all-time low Tuesday against the euro, which rose to \$1.3335 even as new figures showed that U.S. economic growth in the third quarter was stronger than previously thought."
BUSINESS,"In a country already plagued by skyrocketing sick leave costs, a new survey found that 40 percent of the population thinks it #39;s acceptable to skip work because they feel tired or have trouble getting along with their colleagues."
WORLD,Taiwan votes on Saturday to choose a new parliament in a ballot that could shape its future relations with China.
BUSINESS,"The detail of the agreement News Corporation has struck with the Australian Council of Super Investors confirms the extent of the victory achieved by ACSI and its campaign partner, Corporate Governance International."
WORLD,FORMER BBC chief Greg Dyke has accused Tony Blair of being  quot;incompetent quot; or  quot;a liar quot; over the Iraq War. Ex-Director General Mr Dyke revealed that the Prime Minister 
WORLD,French President Jacques Chirac has sent his Foreign Minister to the Middle East to try to secure the release of two journalists who are being held hostage in Iraq.
SPORTS,The departure yesterday of Miami Dolphins Coach Dave Wannstedt adds another layer of unrest to a Miami season that has included the unexpected preseason retirement of the star running back 
SPORTS,"AP - Nicholls State football coach Daryl Daye was fired Sunday over accusations of academic fraud involving players and an assistant coach. Daye was not implicated in the alleged fraud, but an investigation found he failed to ""maintain proper controls"" of the assistant, the Southland Conference school said."
BUSINESS,Crude oil futures eased a shade Tuesday in range-bound trade as analysts predicted a weekly US oil inventories report could show a rise in stocks.
SPORTS,"Home in Panama following a terrifying accident that left two of his family members dead, Yankees star closer Mariano Rivera was absent from the club's early-afternoon workout at Yankee Stadium yesterday."
SCI_TECH,"AP - NASA's redesigned space shuttle fuel tanks should no longer shed dangerous pieces of foam when launches resume next spring, officials said Thursday."
WORLD,"Prime Minister Tony Blair will discuss the fight against terrorism and Middle East peace with Pakistan #39;s President Pervez Musharraf when they meet tomorrow, officials say."
WORLD,An autopsy on a prominent Indonesian activist shows he died with high levels of arsenic in his body.
SCI_TECH,"Reuters - Ring tones on mobile phones were once\considered cool if they simply sounded musical. Then phones\starting ringing to the tune of a pop song, giving way to ""ring\songs."""
BUSINESS,"In the flood of corporate reform unleashed by recent business scandals, one issue has been largely ignored, shareholder activists say: the stratospheric level of executive pay and the nearly impossible task investors face in trying to figure out who is getting how much."
BUSINESS,"US consumer spending rebounded sharply July, government data showed on Monday, erasing the disappointment of June and bolstering hopes that the US economy has recovered from its recent soft spot."
WORLD,"The sonorous voice is familiar around the world. No matter what the crisis of the day, Kofi Annan #39;s soft baritone always manages to convey a sense of imperturbable gravitas."
WORLD,"KAMPALA, Uganda President Yoweri Museveni of Uganda announced on Sunday a unilateral one-week halt in military operations against northern rebels of the Lord #39;s Resistance Army, one of Africa #39;s most brutal and forgotten conflicts."
SPORTS,Colin Montgomerie enhanced his prospects of picking up a Ryder Cup wildcard with a sparkling 5-under par 67 in the first round of the German Open on Thursday.
WORLD,"BAGHDAD, Iraq -- A US soldier was sentenced to a 25-year term Saturday after a court martial convicted him in the death of an Iraqi National Guard member in May, the military said."
SPORTS,Teenage striker Valeri Bojinov reaffirmed his growing reputation on Wednesday with two goals as Lecce snatched a 2-2 draw with Inter Milan.
BUSINESS,"Actor Sidney Poitier, a former Walt Disney Co. director, said he supported firing ex-company president Michael Ovitz because he was mismatched with other executives."
SCI_TECH,"TiVo #39;s Q2 earnings reflect the high cost of attracting new subscribers to its customer base. The company lost \$10.8 million, or 13 cents a share, on revenue of \$27."
BUSINESS," NEW YORK (Reuters) - U.S. stocks to watch on Thursday:  DELTA AIR LINES &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=DAL.N target=/stocks/quickinfo/fullquote""&gt;DAL.N&lt;/A&gt;: The air carrier's pilots union said  late Wednesday it reached a tentative agreement with the  airline on cost savings."
SCI_TECH,"By ARTHUR H. ROTSTEIN     PHOENIX (AP) -- A troubled, 20-year journey to create the world's most powerful optical telescope is nearing an end, with astronomers hoping to begin using the instrument to look for heavenly breakthroughs early next year..."
SPORTS,"AP - The Supreme Court's solemn atmosphere was broken Tuesday as usually subdued workers snapped to attention, riveted by a guest in the cafeteria."
SCI_TECH,"After battling the budget airlines on fares, the traditional carriers are now trying to match their rivals' in-flight entertainment offerings.&lt;br&gt;&lt;FONT face=""verdana,MS Sans Serif,arial,helvetica"" size=""-2"" color=""#666666""&gt;&lt;B&gt;-Keith L. Alexander&lt;/B&gt;&lt;/FONT&gt;"
SPORTS,"Craig Krenzel practiced Thursday and is set to play Sunday against Tennessee despite bruised ribs.  quot;As I said yesterday, I felt like he would be OK, quot; Bears coach Lovie Smith said."
SCI_TECH,"AP - The first U.S. cases of the fungus soybean rust, which hinders plant growth and drastically cuts crop production, were found at two research sites in Louisiana, officials said Wednesday."
SCI_TECH,Reuters - The gilded treasures of King\Tutankhamun are on their way back to the United States in what\could prove a gold rush for Egypt and big business.
WORLD,17 September 2004 -- United Nations #39; nuclear watchdog head Muhammad el-Baradei said today that the International Atomic Energy Agency has found no sign of nuclear-related activity at a site in Iran which several US officials have said may be tied to 
SPORTS,"Tennis stars Kim Clijsters and Lleyton Hewitt called off their wedding, according to her Web site.  quot;Kim Clijsters and Lleyton Hewitt jointly decided to put an end to their relationship for private reasons."
SCI_TECH,"FrontBridge Technologies put its best foot forward with an acquisition and the launch of a new managed service, the company said Monday."
BUSINESS," CHICAGO (Reuters) - McDonald's Corp. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=MCD.N target=/stocks/quickinfo/fullquote""&gt;MCD.N&lt;/A&gt; on Thursday  said sales at its namesake restaurants open at least 13 months  rose 4.2 percent in November as U.S. results were boosted by an  ""Incredibles"" Happy Meal tie-in."
BUSINESS,Swiss banking giant UBS AG announced yesterday that it would buy the capital markets division of discount brokerage Charles Schwab Corp.
SPORTS,District officials said they are soliciting bids for the estimated \$13 million renovation to get RFK Stadium ready for baseball.
BUSINESS,"United Airlines management says it is  quot;substantially accelerating quot; its restructuring plans to add lucrative international routes, strengthen its hubs, and cut back on other domestic service."
SCI_TECH,"One of the standard security tactics enterprises apply won #39;t work when defending PCs against threats posed by the image processing flaw found last week in Windows and numerous applications, according to security experts."
SCI_TECH,"New center pits supercomputing, advanced math, data mining and management consulting against business problems."
SPORTS," MOSCOW (Reuters) - French Open champion Anastasia Myskina  has been voted Russia's female player of the year by the panel  of tennis journalists, coaches and officials."
SPORTS,"USATODAY.com - If Major League Baseball can negotiate a settlement with Baltimore Orioles owner Peter Angelos, it could announce next week the Montreal Expos' new home is Washington, D.C."
BUSINESS,US 10-year Treasury notes fell in London before the government #39;s sale of \$51 billion of bonds and a Federal Reserve meeting at which policy makers probably will raise their benchmark interest rate.
BUSINESS,"NEW YORK: PeopleSoft yesterday sacked Chief Executive and president Craig Conway, citing a loss of confidence, and the software company #39;s shares jumped on expectations that the move could pave the way for a deal with hostile bidder Oracle."
SPORTS,"LONDON, Aug 20 (Reuters) - Jamaica striker Ricardo Fuller has joined Portsmouth from Preston North End on a two-year contract, the Premier League club said on Friday. "
SCI_TECH,Clues point to the company developing a series of Web features -- including a Web browser. NEW YORK (CNN/Money) - Move over Bill Gates.
SPORTS,"DHAKA - Leading Indian wicket-taker Anil Kumble yesterday brushed aside criticism over his unique bowling style, saying he is a leg-spinner with a difference."
SCI_TECH,"MOUNTAIN VIEW, Calif. --(Business Wire)-- Oct. 11, 2004 -- Mobile Digital Media (MDM), a world leader in providing high quality consumer software for mobile devices, today announced the next generation of "
SPORTS,"The plot: Although some of the key players aren #39;t familiar to fans, the Braves are no strangers to the playoffs. Their unprecedented streak of 13 consecutive postseason appearances "
SPORTS,NEW YORK -- Paula Radcliffe decided there was only one way to get over the heartbreak of twin failures at the Athens Olympics: race again.
WORLD,"Italy has called for an end to the Kyoto Protocol after the environmental treaty #39;s initial period in 2012, preferring voluntary agreements that would entice the United States, China and India to tackle climate change."
BUSINESS,"Robert Fulton traveled to Mexico many times during his career in manufacturing and as a contractor, but never thought of it as a place to retire. Nonetheless, he and his wife settled in a village on the shores of Lake Chapala called Mirasol, where they found a thriving community of retirees, many from the United States."
WORLD,India #39;s Foreign Minister Natwar Singh says both India and Pakistan should not expect major breakthroughs in talks this Sunday aimed at building peace between the rivals.
BUSINESS,"British housing market grew slightly for the second month in succession in September, showing further evidence of checking effects by five interest rates hikes since last November "
BUSINESS,"Shares of Mace Security International Inc. (MACE.O: Quote, Profile, Research) soared more than 75 percent on Tuesday after the maker of personal defense products said it had developed a new pepper gel to stop attacks."
BUSINESS,"Honeywell International Inc., the world #39;s largest supplier of building controls and thermostats, agreed to buy Novar Plc of the UK for 798 million pounds (\$1.53 billion) to expand in security, fire and ventilation systems."
SPORTS,MANCHESTER UNITED new boy Wayne Rooney has insisted he does not need the advice of his new team-mates on how to behave. Rooney signed a 27m deal with the Old Trafford outfit on Tuesday to become Britain #39;s costliest teenage footballer.
SPORTS,THE lonely walk to a seat in the Ibrox stand on big Euro nights served as a chilling reminder to Dragan Mladenovic of what was absent from his world.
SCI_TECH,"Description: Trash pickups on the International Space Station ended nearly two years ago, when the Columbia disaster halted shuttle flights."
SCI_TECH,"\\I really like how the Washington Post cites their endorsement of Kerry :\\""EXPERTS TELL US that most voters have had no difficulty making up their minds\in this year's presidential election. Half the nation is passionately for\George W. Bush, the pollsters say, and half passionately for John F. Kerry --\or, at least, passionately against Mr. Bush. We have not been able to share in\this passion, nor in the certainty. As readers of this page know, we find much\to criticize in Mr. Bush's term but also more than a few things to admire. We\find much to admire in Mr. Kerry's life of service, knowledge of the world and\positions on a range of issues -- but also some things that give us pause. On\ba ...\\"
SPORTS,"President Bush has joined the list of those who would bend the Olympics to political ends. You might wonder at the company he keeps, since the list includes Jimmy Carter."
SCI_TECH,"Reuters - India's software exports are on track\to grow by 30 percent in the year to March 2005, despite\attempts in the key U.S. market to discourage outsourcing and\protect jobs, the industry's head said on Monday."
WORLD,Prime Minister Tony Blair told his Cabinet today that the re-election of President George Bush gave a fresh chance to move the Middle East peace process forward.
SPORTS," quot;I think the game played out probably the way I thought it would play out, quot; he said.  quot;I can #39;t say that I #39;m really, really that surprised."
SCI_TECH,"Sept. 27, 2004This week EPCglobal US, the US chapter of EPCglobal, holds its second annual user conference and celebrates EPCglobals anniversary, as well as its own."
WORLD,"In this nation beset by violence, disease and environmental devastation, weary relief workers struggled yesterday to gauge the magnitude of the latest disaster "
SCI_TECH,"Reuters - Ten or more years of mobile phone use\increases the risk of developing acoustic neuroma, a benign\tumor on the auditory nerve, according to a study released on\Wednesday by Sweden's Karolinska Institute."
BUSINESS,"US SHARES fell on Friday, pressured by declines in the drugs and semiconductor sectors and by slower-than-expected US jobs growth."
WORLD,"Iran and its European partners struggled on Friday to salvage their agreement committing Tehran to freeze an important part of its nuclear program, European and Iranian officials said."
SCI_TECH,"Sanyo Electric, an established maker of optical drives and components, will produce both components and players for the blue-laser-based HD-DVD format, the company says."
SPORTS,"It might be viewed as a contradiction in terms to suggest that Australia #39;s Lleyton Hewitt, the 2001 US Open champion, was moving quietly along."
SPORTS,"AP - In Gene Keady's 24 years on the Purdue sideline, few have been more trying than last season. His Boilermakers were flying high after winning the Great Alaska Shootout, but it was mostly downhill from there. Losses, injuries and academic ineligibility plagued the team, as it limped to a 17-14 finish and missed the NCAA tournament for the third time in four years."
SCI_TECH,"The homeland security boom is funneling billions of dollars to antiterror tech makers, problems with accountability and coordination. A News.com special series."
SPORTS,The Nets announced that Coach Lawrence Frank had signed a long-term contract extension that one league official said was guaranteed for three years.
WORLD,"TOKYO, Oct 28 (AFP) - Japan raced against the clock Thursday to free a young Japanese hostage in Iraq but had little reason for hope hours before the deadline set by al-Qaeda-linked kidnappers for his killing."
BUSINESS,"Housing construction in August jumped to its highest level in five months, a dose of encouraging news for the economy's expansion."
WORLD,"AFP - World leaders expressed horror at the bloody end to the Russian hostage crisis, calling it a tragedy which resulted from a  quot;nauseating quot; and  quot;barbaric quot; terrorist attack."
SCI_TECH,SPACE.com - One of the four astronomical instruments on the Hubble Space Telescope shut down earlier this week and engineers are trying to pin down the problem. The other three instruments continue to operate normally.
WORLD,"SEOUL: South Korea #39;s police detained more than 140 public sector workers for their involvement in an unprecedented illegal strike against a controversial government labor reform bill, officials said."
BUSINESS,"Oil prices climbed Friday, closing above \$55 a barrel for the first time, on worries that supplies will be stretched thin this winter while demand from China remains solid."
SPORTS,"Sauber Petronas have invited Vitantonio Liuzzi for a test drive. The 22-year old Red Bull Junior Team pilot, who has won this year #39;s Formula 3000 Championship far ahead of the competition, will be driving the Sauber Petronas C23 at Jerez on 16 September."
BUSINESS,"Alan Greenspan, Federal Reserve chairman, yesterday gave the dollar a further push lower as he said the huge US current account deficit threatened to scare off foreign investors."
BUSINESS,"A federal jury Monday ruled in favor of World Trade Center (WTC) leaseholder Larry Silverstein inthe second phase of his insurance trial, deciding that the two hijacked planes "
SPORTS,The cheers swept over Camp Randall Stadium with 8:13 remaining in the second quarter of Saturday #39;s game -- and the applause had absolutely nothing to do with Wisconsin #39;s growing lead over Minnesota.
WORLD,"TOKYO - Typhoon Meari landed on Kyushu on Wednesday morning and was moving northeast in Miyazaki Prefecture at 4 pm, bringing heavy rains and strong wind to southern and western Japan and causing the evacuation of residents and some injuries."
WORLD,AP - Tokyo stocks ended sharply lower Monday due to economic uncertainties following powerful earthquakes that hit northern Japan over the weekend. The dollar was lower against the Japanese yen.
SCI_TECH,"WINDSOR LOCKS, Conn. -- NASA has selected Hamilton Sundstrand to be the prime contractor for a space program that could be worth more than \$800 million over 10 years."
BUSINESS,"he British arm of the accounting firm Ernst  amp; Young faces an investigation into its auditing of Equitable Life Assurance Society, an insurer that almost collapsed, a spokesman for the firm said over the weekend."
SPORTS,Colin Montgomerie #39;s toughest year on and off the golf course took a turn for the better Sunday when he was chosen by European captain Bernhard Langer to play in his seventh Ryder Cup.
BUSINESS,"US Airways Chief Executive Officer Bruce Lakefield acknowledged in a message to employees yesterday that there is  quot;anger, quot;  quot;fear quot; and  quot;a lot of sadness quot; among workers forced to take a 21 percent pay cut over the next four months."
WORLD,"NEW YORK India and Pakistan must tackle their decadeslong dispute over Kashmir  quot;head-on quot; and come up with new plans to finally resolve it, according to President Pervez Musharraf of Pakistan."
SCI_TECH,McAfee Inc.'s purchase of Foundstone follows several moves in the past year to focus its product offerings and bolster its standing in the intrusion detection and prevention market.
SPORTS,"I don #39;t know about you, but this season really doesn #39;t feel like it #39;s started yet. You just about get into the groove of a couple of matches in a row, and then some sodding international match pops up and that #39;s it - everything goes on hold for two weeks."
SPORTS,"SALISBURY, Md. -- The 11 News I-Team has uncovered more information in connection with the drunken driving arrest of Olympic swim star Michael Phelps."
BUSINESS,Delta Air Lines' pilots union said late Wednesday it had reached a tentative agreement on concessions that could save the struggling carrier from bankruptcy.
WORLD," BEIRUT, Lebanon (Reuters) - A top aide to Iraq's rebel  Shi'ite leader Moqtada al-Sadr called on the Mehdi Army militia  Monday to cease fire across Iraq and said Sadr was preparing to  announce plans for a major political program."
WORLD,SINGAPORE (AFP): A five-year-old Indonesian girl critically injured in last month #39;s bombing of the Australian embassy in Jakarta flew to a new life in Italy on Monday after making a spectacular recovery at a Singapore hospital.
BUSINESS," NEW YORK (Reuters) - The probe into insurance bid-rigging  by New York's attorney general widened to health insurers on  Tuesday, unnerving investors worried that more revelations of  wrongdoing and lower profits lie ahead."
BUSINESS,Shares of Pfizer (PFE:NYSE - news - research) dropped Thursday after a Canadian newspaper reported that the arthritis drug Celebrex is  quot;suspected of contributing to at least 14 deaths.
SPORTS," BLOOMFIELD HILLS, Michigan (Reuters) - Masters champion  Phil Mickelson defended his commitment to the U.S. Ryder Cup  cause on Wednesday as scrutiny over his decision to switch  equipment before golf's biggest team event intensified."
SPORTS,"Spain can be backed at 1-3 (Skybet and Sporting Odds) to make home advantage count and claim their second Davis Cup title by beating the United States at the Olympic Stadium in Seville, starting on Friday."
WORLD,AFP - Writer Kitty Kelley has accused the White House of putting pressure on her and the US media over the new biography on the family of President George W. Bush
WORLD,"US and Iraqi forces begin a major operation against rebels in Iraq's northern city of Samarra, reports say."
SPORTS," BEIJING (Reuters) - Wimbledon champion Maria Sharapova  demolished fellow Russian Tatiana Panova 6-1, 6-1 to advance to  the quarter-finals of the China Open on Wednesday."
